,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,total_charges_per_month,tenure_totalcharges,blend10,blend3,pred10,pred3,profit10,profit3,training_data,profit_without_model
3815,1958-rnrks,male,0,yes,no,30,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,49.9,1441.95,0,28.89679358717435,2079219.8025000002,0.588785635452696,0.5123572683033253,1,1,-1000,-1000,Yes,5000
3816,9251-wnsod,female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,yes,one_year,no,mailed_check,75.1,5064.45,0,67.43608521970707,25648653.8025,0.016359323044561305,0.018458585511393143,0,0,5000,5000,Yes,5000
3817,3841-conlj,female,0,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic_check,35.0,35.0,0,1.0,1225.0,0.8281181571788485,0.7912401984942118,1,1,-1000,-1000,Yes,5000
3818,9558-ihezx,female,0,no,no,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),106.75,7283.25,0,68.22716627634661,53045730.5625,0.037645889439849256,0.04801989480803085,0,0,5000,5000,Yes,5000
3819,5385-suiri,male,1,yes,no,52,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,104.2,5568.35,1,53.439059500959694,31006521.722500004,0.7405388501164828,0.6842856401281753,1,1,4000,4000,Yes,-5000
3820,9444-jtxhz,male,0,yes,no,1,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,electronic_check,76.2,76.2,1,1.0,5806.4400000000005,0.8541010695059272,0.8158585896395183,1,1,4000,4000,Yes,-5000
3821,7881-inrlc,male,0,no,no,45,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),100.85,4740.0,1,47.000495785820526,22467600.0,0.7377243613033276,0.6828717544410257,1,1,4000,4000,Yes,-5000
3822,5061-pbxfw,female,0,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),61.4,1864.65,0,30.368892508143325,3476919.6225000005,0.03490810418335212,0.03802808405205608,0,0,5000,5000,Yes,5000
3823,7879-cgsfv,male,0,no,no,55,yes,no,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,mailed_check,100.9,5552.05,0,55.02527254707631,30825259.2025,0.12277763648169598,0.1250703256541798,0,0,5000,5000,Yes,5000
3824,8714-ctzjw,female,0,no,no,4,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),82.85,319.6,0,3.857573928786965,102144.16000000002,0.8371788396255374,0.801891885780859,1,1,-1000,-1000,Yes,5000
3825,2223-kagmx,female,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.4,289.3,1,14.91237113402062,83694.49,0.07289447756334966,0.08340509438904127,0,0,-5000,-5000,Yes,-5000
3826,2672-tgeff,female,0,yes,yes,37,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,88.8,3340.55,0,37.61880630630631,11159274.302500002,0.7111097221213256,0.6575270561088085,1,1,-1000,-1000,Yes,5000
3827,3466-byavd,male,0,yes,yes,15,yes,no,dsl,no,yes,yes,yes,no,yes,month-to-month,yes,mailed_check,69.5,1071.4,0,15.415827338129498,1147897.9600000002,0.4203590979040219,0.37168391586830835,0,0,5000,5000,Yes,5000
3828,1016-djtsv,male,1,no,no,8,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.7,572.85,0,8.218794835007174,328157.1225,0.780473301586198,0.7517850008609759,1,1,-1000,-1000,Yes,5000
3829,2683-jxwqq,male,0,yes,yes,61,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),33.6,2117.2,0,63.01190476190475,4482535.839999999,0.021209648588629646,0.022543589690328655,0,0,5000,5000,Yes,5000
3830,5321-ntrkc,male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,no,bank_transfer_(automatic),79.85,5234.95,0,65.55979962429555,27404701.502499998,0.021760886904088395,0.02534519926956417,0,0,5000,5000,Yes,5000
3831,1918-zbfqj,female,0,no,no,13,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,79.25,1111.65,1,14.027129337539433,1235765.7225000001,0.8011133056354032,0.7577854882285615,1,1,4000,4000,Yes,-5000
3832,1258-ymznm,female,1,no,no,27,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),110.5,2857.6,0,25.860633484162896,8165877.76,0.5043125071169884,0.4776811805052272,1,0,-1000,5000,Yes,5000
3833,7471-wnsuf,male,0,yes,no,60,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.15,1505.9,0,62.35610766045549,2267734.81,0.005384419270222512,0.006177314843029552,0,0,5000,5000,Yes,5000
3834,5035-pgzxh,female,0,no,no,56,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,106.8,5914.4,0,55.37827715355805,34980127.36,0.6496599065309095,0.589088486896968,1,1,-1000,-1000,Yes,5000
3835,0106-ugrdo,female,0,yes,no,69,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,116.0,8182.85,0,70.5418103448276,66959034.1225,0.062130483431816194,0.07598547234984315,0,0,5000,5000,Yes,5000
3836,3258-sysws,male,1,no,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),113.8,7845.8,0,68.94376098418277,61556577.64,0.025458447990111606,0.031385512625469146,0,0,5000,5000,Yes,5000
3837,9584-excdz,female,0,no,no,17,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),70.5,1165.6,0,16.53333333333333,1358623.3599999999,0.6864173313116594,0.6266241163993922,1,1,-1000,-1000,Yes,5000
3838,3797-vtidr,male,0,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,23.45,23.45,1,1.0,549.9024999999999,0.8455467572439592,0.812916373697256,1,1,4000,4000,Yes,-5000
3839,7976-cicys,male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),20.7,83.75,0,4.045893719806763,7014.0625,0.09165621740945167,0.11657476949061897,0,0,5000,5000,Yes,5000
3840,3276-hdueg,female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,75.05,75.05,1,1.0,5632.5025,0.8835936683260366,0.8545628792161686,1,1,4000,4000,Yes,-5000
3841,8232-utfoz,male,0,no,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.95,1399.35,0,70.14285714285714,1958180.4224999996,0.0018016644776954025,0.002079942926310455,0,0,5000,5000,Yes,5000
3842,0842-iwycp,female,0,no,no,46,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),44.95,2168.9,0,48.25139043381535,4704127.21,0.532182525616126,0.4390081410256502,1,0,-1000,5000,Yes,5000
3843,8100-hzzlj,female,0,no,yes,43,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,63.95,2737.05,0,42.79984362783425,7491442.702500001,0.5590824379160986,0.47087019670788294,1,0,-1000,5000,Yes,5000
3844,2482-czgbb,male,0,no,no,10,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.0,740.0,1,10.571428571428571,547600.0,0.803470067588892,0.7693673112245266,1,1,4000,4000,Yes,-5000
3845,1950-ksvvj,female,0,yes,no,45,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,mailed_check,113.3,5032.25,0,44.4152691968226,25323540.0625,0.06680936906294346,0.07743641332224792,0,0,5000,5000,Yes,5000
3846,4282-msacw,male,0,no,no,68,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),117.2,8035.95,0,68.56612627986348,64576492.402499996,0.08736479948648046,0.09809315166674962,0,0,5000,5000,Yes,5000
3847,8433-wxgna,male,0,no,no,2,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,75.7,189.2,1,2.499339498018494,35796.63999999999,0.8029075825154114,0.7656861198426227,1,1,4000,4000,Yes,-5000
3848,0265-psuae,female,0,yes,yes,16,yes,no,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,no,bank_transfer_(automatic),100.7,1522.7,0,15.121151936444885,2318615.29,0.642576753705121,0.5892512584305778,1,1,-1000,-1000,Yes,5000
3849,5022-jnqeq,female,0,yes,yes,9,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,75.85,647.5,0,8.536585365853659,419256.25,0.7437679966373723,0.6946038049053319,1,1,-1000,-1000,Yes,5000
3850,2692-bucfv,male,1,no,no,29,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),101.45,2948.6,0,29.06456382454411,8694241.959999999,0.7106306568526262,0.660375604436116,1,1,-1000,-1000,Yes,5000
3851,3898-bsjyf,female,0,no,yes,10,yes,yes,dsl,yes,no,yes,yes,no,yes,one_year,no,credit_card_(automatic),73.55,693.3,0,9.426240652617267,480664.88999999996,0.06735249270078841,0.07913434739490663,0,0,5000,5000,Yes,5000
3852,1761-aezzr,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.55,79.55,1,1.0,6328.202499999999,0.9112239375568971,0.8871274424094534,1,1,4000,4000,Yes,-5000
3853,5287-qwlky,male,1,yes,yes,71,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),105.1,7548.1,1,71.81826831588964,56973813.61000001,0.32929500602692713,0.3040095263163398,0,0,-5000,-5000,Yes,-5000
3854,1347-kttta,male,0,yes,no,64,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),102.45,6654.1,0,64.94973157637872,44277046.81,0.05874424487242198,0.0688681095916797,0,0,5000,5000,Yes,5000
3855,4576-csajh,male,0,no,no,22,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),55.15,1193.05,1,21.632819582955577,1423368.3025,0.16113906811600648,0.15532117180950877,0,0,-5000,-5000,Yes,-5000
3856,0829-ddvlk,female,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.1,302.45,0,15.047263681592039,91476.00249999999,0.030531846349913842,0.03761304142356284,0,0,5000,5000,Yes,5000
3857,6486-lhtma,female,1,yes,no,31,yes,yes,fiber_optic,no,no,yes,no,yes,no,one_year,yes,electronic_check,90.7,2835.5,0,31.262403528114664,8040060.25,0.707608936281509,0.6594065975612745,1,1,-1000,-1000,Yes,5000
3858,8133-anhhj,female,1,no,no,49,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),103.0,5166.2,0,50.15728155339806,26689622.439999998,0.052992975330990684,0.06286189385513759,0,0,5000,5000,Yes,5000
3859,7041-txqjh,female,0,no,no,37,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),40.2,1478.85,0,36.787313432835816,2186997.3225,0.5986376370907527,0.5178894860925257,1,1,-1000,-1000,Yes,5000
3860,7488-mxjiv,female,0,no,no,4,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,85.65,321.65,1,3.7553998832457673,103458.72249999999,0.904711050579224,0.8843039709901865,1,1,4000,4000,Yes,-5000
3861,9170-arbtb,female,0,yes,yes,52,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.6,1012.4,0,51.65306122448979,1024953.76,0.006501638577014692,0.00720090721458806,0,0,5000,5000,Yes,5000
3862,2612-phgox,male,0,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two_year,yes,bank_transfer_(automatic),76.1,4818.8,0,63.32194480946124,23220833.44,0.012418322249636595,0.015611621112347634,0,0,5000,5000,Yes,5000
3863,3391-jsqew,male,0,yes,no,40,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,50.15,2058.5,0,41.046859421734794,4237422.25,0.549029598570852,0.4594541339532905,1,0,-1000,5000,Yes,5000
3864,1568-bekzm,male,1,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),90.05,6333.4,0,70.33203775680178,40111955.559999995,0.011778711972937408,0.013926892085217395,0,0,5000,5000,Yes,5000
3865,9086-yjyxs,male,0,yes,yes,34,yes,yes,dsl,no,no,yes,no,yes,yes,one_year,no,bank_transfer_(automatic),77.2,2753.8,0,35.67098445595855,7583414.440000001,0.07637225047593807,0.09037667172770963,0,0,5000,5000,Yes,5000
3866,6773-lqtvt,female,1,yes,yes,29,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,35.65,1025.15,0,28.75596072931277,1050932.5225000002,0.5593761768028276,0.4825860271707727,1,0,-1000,5000,Yes,5000
3867,7813-zggaw,male,1,no,no,31,yes,yes,fiber_optic,no,no,yes,yes,yes,no,month-to-month,yes,bank_transfer_(automatic),96.6,2877.95,0,29.792443064182194,8282596.202499999,0.6716879064583653,0.6123581549508154,1,1,-1000,-1000,Yes,5000
3868,6769-dybqn,male,1,no,no,46,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,no,electronic_check,85.0,3969.4,1,46.69882352941177,15756136.360000001,0.6517568205847699,0.576404534395872,1,1,4000,4000,Yes,-5000
3869,6652-yffjo,female,0,no,no,11,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,64.9,716.1,0,11.033898305084746,512799.21,0.7040511577549613,0.6607433759118573,1,1,-1000,-1000,Yes,5000
3870,2746-dijlo,female,0,no,no,41,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,credit_card_(automatic),56.3,2364.0,0,41.98934280639432,5588496.0,0.4529104213727436,0.388030357888656,0,0,5000,5000,Yes,5000
3871,9927-dswdf,male,0,yes,no,22,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic_check,104.6,2180.55,0,20.84655831739962,4754798.302500001,0.6895107853706903,0.6279307902853044,1,1,-1000,-1000,Yes,5000
3872,8058-jmeqo,female,1,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.45,762.5,1,9.029011249259916,581406.25,0.901440702629251,0.88213855244564,1,1,4000,4000,Yes,-5000
3873,8915-nntrc,male,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),107.7,7919.8,0,73.53574744661096,62723232.04000001,0.028770487532707084,0.03600063808631987,0,0,5000,5000,Yes,5000
3874,1820-tqvev,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.55,69.55,1,1.0,4837.202499999999,0.9000340934767384,0.8735341584108625,1,1,4000,4000,Yes,-5000
3875,7272-qdcka,male,0,no,no,28,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,no,electronic_check,100.2,2688.45,0,26.83083832335329,7227763.402499999,0.6695077707007779,0.6138257354874452,1,1,-1000,-1000,Yes,5000
3876,8740-xlhdr,male,0,no,no,5,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,month-to-month,yes,mailed_check,43.25,219.0,1,5.063583815028902,47961.0,0.2791270650400104,0.273565198900538,0,0,-5000,-5000,Yes,-5000
3877,9992-rramn,male,0,yes,no,22,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.1,1873.7,1,22.01762632197415,3510751.69,0.8601589561451795,0.8285364885829911,1,1,4000,4000,Yes,-5000
3878,3629-znkxa,male,1,no,no,17,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,101.8,1752.45,0,17.21463654223969,3071081.0025,0.7949930376021045,0.7621678755108152,1,1,-1000,-1000,Yes,5000
3879,2860-ranus,female,1,no,no,20,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),85.8,1727.5,1,20.134032634032636,2984256.25,0.827857989407393,0.7941566470100924,1,1,4000,4000,Yes,-5000
3880,1208-dnhln,male,0,yes,yes,23,yes,yes,dsl,no,no,no,no,no,no,one_year,yes,credit_card_(automatic),48.35,1067.15,1,22.071354705274043,1138809.1225000003,0.29657002854191955,0.274981712686147,0,0,-5000,-5000,Yes,-5000
3881,5906-cvlhp,female,0,yes,yes,45,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),54.15,2319.8,1,42.84025854108957,5381472.040000001,0.060298268731171334,0.06339225371742985,0,0,-5000,-5000,Yes,-5000
3882,1794-swwkl,male,0,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,yes,bank_transfer_(automatic),59.65,867.1,0,14.536462699077955,751862.41,0.574897950042511,0.5075291356933775,1,1,-1000,-1000,Yes,5000
3883,4560-wqaqw,female,0,no,no,59,yes,yes,dsl,yes,no,no,yes,no,yes,one_year,no,bank_transfer_(automatic),68.7,4070.95,0,59.25691411935953,16572633.902499998,0.013530988972303409,0.015817197583870218,0,0,5000,5000,Yes,5000
3884,9420-lojkx,female,0,no,no,15,yes,no,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.1,1426.4,1,14.39354187689203,2034616.9600000002,0.7674596745350846,0.7142214534095485,1,1,4000,4000,Yes,-5000
3885,6258-ngcng,male,0,no,no,7,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,23.5,173.0,0,7.361702127659575,29929.0,0.07346163706744063,0.09206206595668984,0,0,5000,5000,Yes,5000
3886,6892-xpfpu,male,1,yes,no,24,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.25,2433.9,1,23.34676258992806,5923869.210000001,0.8567147362573992,0.8256278702618502,1,1,4000,4000,Yes,-5000
3887,3606-sbkry,male,0,no,no,31,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,yes,electronic_check,50.05,1523.4,0,30.43756243756244,2320747.56,0.5474825783387387,0.485380376594167,1,0,-1000,5000,Yes,5000
3888,0581-bxbub,female,1,no,no,4,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,no,electronic_check,72.75,317.75,0,4.367697594501718,100965.0625,0.7641323842648745,0.726223666265626,1,1,-1000,-1000,Yes,5000
3889,5110-chopy,female,0,no,no,60,no,no_phone_service,dsl,yes,no,yes,no,yes,yes,two_year,no,electronic_check,53.6,3237.05,0,60.39272388059702,10478492.7025,0.01376877893515703,0.017388288685114345,0,0,5000,5000,Yes,5000
3890,5996-daoql,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.45,20.45,0,1.0,418.2025,0.15339705503764534,0.17999673498305963,0,0,5000,5000,Yes,5000
3891,2568-brgyx,male,0,no,no,4,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.2,237.95,1,3.3896011396011394,56620.20249999999,0.8212154016852633,0.7919433208586042,1,1,4000,4000,Yes,-5000
3892,5799-jrczo,female,0,no,yes,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.5,1215.1,0,62.31282051282051,1476468.0099999998,0.0026365890244670655,0.002966132320101993,0,0,5000,5000,Yes,5000
3893,0248-ipdfw,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,50.1,50.1,0,1.0,2510.01,0.8144386342114588,0.7809349337511678,1,1,-1000,-1000,Yes,5000
3894,1597-lhync,female,1,no,no,26,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,95.0,2497.2,1,26.286315789473683,6236007.839999999,0.7758985447323198,0.7319140508236526,1,1,4000,4000,Yes,-5000
3895,5712-ahqnn,female,0,no,no,43,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,91.65,3954.1,0,43.14348063284233,15634906.809999999,0.639945726508718,0.575457049031884,1,1,-1000,-1000,Yes,5000
3896,0212-isbbf,female,0,no,no,22,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,50.35,1098.85,0,21.824230387288974,1207471.3224999998,0.6922048854219519,0.6384892354364674,1,1,-1000,-1000,Yes,5000
3897,3445-hxxgf,male,1,yes,no,58,no,no_phone_service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,45.3,2651.2,1,58.52538631346578,7028861.4399999995,0.6266612779215788,0.5378256311924212,1,1,4000,4000,Yes,-5000
3898,1306-rpwxz,female,0,no,yes,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.45,1024.65,0,50.105134474327635,1049907.6225000003,0.0043043940805595,0.005084631402802516,0,0,5000,5000,Yes,5000
3899,1222-lryko,male,0,no,yes,6,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,26.35,184.05,0,6.9848197343453515,33874.402500000004,0.06723786772693709,0.08435158102655176,0,0,5000,5000,Yes,5000
3900,3393-fmzpv,female,0,no,no,25,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,100.25,2387.75,1,23.81795511221945,5701350.0625,0.8455157484772081,0.8121786411231259,1,1,4000,4000,Yes,-5000
3901,0292-wegch,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,86.2,4524.05,0,52.483178654292345,20467028.4025,0.3943445210247421,0.3391056000112949,0,0,5000,5000,Yes,5000
3902,3069-ssvsn,female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,one_year,no,mailed_check,25.85,25.85,0,1.0,668.2225000000001,0.38422372150263845,0.37303695821385424,0,0,5000,5000,Yes,5000
3903,9039-zvjdc,male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.1,53.05,0,2.777486910994764,2814.3025,0.09706121927830447,0.12126923614243434,0,0,5000,5000,Yes,5000
3904,1135-hiori,female,0,yes,yes,64,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,111.45,7266.95,0,65.20367877972184,52808562.302499995,0.09554173848466535,0.11458583849618245,0,0,5000,5000,Yes,5000
3905,9386-ldczr,male,0,no,no,43,yes,no,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),90.65,3882.3,0,42.82735797021511,15072253.290000001,0.027764823196753313,0.03469445402102171,0,0,5000,5000,Yes,5000
3906,8207-vvmyb,female,0,yes,no,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),26.0,2006.95,0,77.19038461538462,4027848.3025,0.0034549104934358957,0.004148845595794253,0,0,5000,5000,Yes,5000
3907,6507-zjsur,male,1,yes,no,23,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.45,2117.25,0,23.407960199004975,4482747.5625,0.8011796860425563,0.7699348756272936,1,1,-1000,-1000,Yes,5000
3908,9415-dpews,female,0,no,no,18,yes,yes,fiber_optic,no,no,no,yes,yes,no,month-to-month,yes,electronic_check,88.35,1639.3,1,18.554612337294852,2687304.4899999998,0.7851945417990674,0.7444261870830161,1,1,4000,4000,Yes,-5000
3909,8885-qsqbx,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),49.55,49.55,0,1.0,2455.2025,0.6589685180269969,0.5890830241216619,1,1,-1000,-1000,Yes,5000
3910,7629-wfglw,female,1,yes,no,56,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,no,electronic_check,95.65,5471.75,0,57.20595922634605,29940048.0625,0.03883861406699615,0.046621232847801036,0,0,5000,5000,Yes,5000
3911,5268-dsmnq,female,1,yes,no,62,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),97.95,5936.55,0,60.60796324655436,35242625.9025,0.29070341072774686,0.26574846777169814,0,0,5000,5000,Yes,5000
3912,5062-cjjkh,male,0,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one_year,no,mailed_check,53.65,1355.45,0,25.264678471575024,1837244.7025000001,0.034971932660523425,0.04161487686434467,0,0,5000,5000,Yes,5000
3913,3752-cqsji,female,0,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.45,254.5,0,12.444987775061126,64770.25,0.051036431745112854,0.06425216270607556,0,0,5000,5000,Yes,5000
3914,7657-dyepj,male,1,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one_year,yes,credit_card_(automatic),70.15,2497.35,1,35.60014255167498,6236757.0225,0.11356678290942594,0.1123426678895579,0,0,-5000,-5000,Yes,-5000
3915,8630-qsgxk,male,0,yes,no,51,yes,yes,dsl,no,no,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),75.2,3901.25,0,51.878324468085104,15219751.5625,0.032904994820247474,0.041704185405154054,0,0,5000,5000,Yes,5000
3916,6967-pejll,male,0,yes,yes,37,no,no_phone_service,dsl,yes,no,yes,yes,no,no,one_year,yes,electronic_check,40.2,1525.35,0,37.94402985074626,2326692.6224999996,0.0273149999576058,0.0326681331857408,0,0,5000,5000,Yes,5000
3917,1271-uodno,male,0,no,no,39,yes,yes,dsl,no,no,no,yes,no,no,two_year,yes,credit_card_(automatic),53.85,2200.7,0,40.86722376973073,4843080.489999999,0.035265376476647854,0.04290934578114873,0,0,5000,5000,Yes,5000
3918,7641-euyet,male,1,yes,yes,46,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic_check,100.7,4541.2,1,45.09632571996028,20622497.439999998,0.6857053517435532,0.6176510055905816,1,1,4000,4000,Yes,-5000
3919,7905-tvxta,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,electronic_check,64.35,352.65,0,5.480186480186481,124362.02249999998,0.6597358161476989,0.5941859053927546,1,1,-1000,-1000,Yes,5000
3920,3653-ncrdj,male,0,yes,yes,43,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.2,776.25,0,40.4296875,602564.0625,0.008646938266581073,0.010220718778939833,0,0,5000,5000,Yes,5000
3921,5453-axepf,male,0,yes,no,17,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),80.5,1336.9,0,16.60745341614907,1787301.6100000003,0.7287706333141311,0.6833002624072454,1,1,-1000,-1000,Yes,5000
